Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,item_avg_sales,Item_Sales_Deviation,Performance_Label,Predicted_Label
DRD24,13.85,Low Fat,0.030969274,Soft Drinks,140.9154,OUT017,2007,Small,Tier 2,Supermarket Type1,1701.7848,18,1803.6863773641521,-101.90157736415222,1,1
FDQ28,14.0,Regular,0.060376776,Frozen Foods,154.5656,OUT013,1987,High,Tier 3,Supermarket Type1,2471.4496,38,2276.040554043356,195.4090459566437,1,1
FDM22,14.0,Regular,0.04192285,Snack Foods,54.764,OUT013,1987,High,Tier 3,Supermarket Type1,1331.6,38,811.1285028844288,520.4714971155711,1,1
FDR07,21.35,Low Fat,0.077367431,Fruits and Vegetables,97.0094,OUT027,1985,Medium,Tier 3,Supermarket Type3,1808.9786,40,893.736035736137,915.242564263863,1,1
FDV25,5.905,Low Fat,0.045838211,Canned,222.5456,OUT018,2009,Medium,Tier 3,Supermarket Type2,3315.684,16,4419.9789909133,-1104.2949909132994,2,2
DRF49,7.27,Low Fat,0.071077939,Soft Drinks,114.2518,OUT046,1997,Small,Tier 1,Supermarket Type1,2618.5914,28,1517.4623380099165,1101.1290619900833,1,1
FDW51,6.155,Regular,0.094659871,Meat,214.556,OUT046,1997,Small,Tier 1,Supermarket Type1,2769.728,28,3136.5856294370988,-366.8576294370987,1,1
DRL01,19.5,Regular,0.077608838,Soft Drinks,233.4958,OUT017,2007,Small,Tier 2,Supermarket Type1,5375.0034,18,4086.706816666558,1288.2965833334415,2,2
FDP25,15.2,Low Fat,0.021327477,Canned,216.8824,OUT017,2007,Small,Tier 2,Supermarket Type1,2838.9712,18,3303.562158275939,-464.5909582759391,1,2
FDL50,12.15,Regular,0.042485444,Canned,125.0046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1743.0644,16,1797.211514540507,-54.14711454050712,1,1
NCB30,14.6,Low Fat,0.025578526,Household,198.8084,OUT027,1985,Medium,Tier 3,Supermarket Type3,5555.4352,40,2786.693890806362,2768.741309193638,2,2
FDW11,12.6,Low Fat,0.0489808,Breads,61.9194,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,16,855.881282073852,-236.6872820738521,0,0
NCM43,14.5,Low Fat,0.019471688,Others,164.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573,21,2333.4105359475734,-212.83753594757354,1,1
FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,OUT017,2007,Small,Tier 2,Supermarket Type1,3823.0236,18,1985.0440337045527,1837.9795662954473,2,2
FDM15,11.8,Regular,0.057373797,Meat,151.4366,OUT013,1987,High,Tier 3,Supermarket Type1,1360.2294,38,2332.19568282045,-971.9662828204503,1,1
FDS31,13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,OUT013,1987,High,Tier 3,Supermarket Type1,3969.4996,38,2705.522294846065,1263.977305153935,2,2
FDI32,17.7,Low Fat,0.291865402,Fruits and Vegetables,115.1834,OUT010,1998,Small,Tier 3,Grocery Store,345.5502,27,1906.5647231693881,-1561.0145231693882,0,0
FDR47,17.85,Low Fat,0.07030343626048781,Breads,196.5794,OUT010,1998,Small,Tier 3,Grocery Store,585.2382,27,2637.3312104625934,-2052.093010462593,0,0
FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,OUT045,2002,Small,Tier 2,Supermarket Type1,1010.6844,23,1347.3935242313698,-336.70912423136986,1,1
NCU05,11.8,Low Fat,0.098312421,Health and Hygiene,81.4618,OUT010,1998,Small,Tier 3,Grocery Store,161.1236,27,1094.15732484611,-933.03372484611,0,0
DRY23,9.395,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112,40,521.2451508997393,-478.6339508997393,0,0
FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.7476,23,2196.0335484886045,814.7140515113956,2,2
FDQ28,14.0,Regular,0.060134441,Frozen Foods,153.0656,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584,40,2276.040554043356,3748.117845956644,2,2
FDV39,11.3,Low Fat,0.007294652,Meat,198.1426,OUT045,2002,Small,Tier 2,Supermarket Type1,988.713,23,2825.413563892142,-1836.700563892142,0,0
NCO17,10.0,Low Fat,0.128478462,Health and Hygiene,117.944,OUT019,1985,Small,Tier 1,Grocery Store,239.688,40,2022.711231617968,-1783.0232316179681,0,0
FDU50,5.75,Regular,0.075107656,Dairy,112.8176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112,38,1642.019716272782,-267.8085162727821,1,1
FDT12,6.215,Regular,0.049381406,Baking Goods,226.8062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4739.8302,40,3030.9779927398167,1708.8522072601836,2,2
FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016,16,1771.771059919166,-759.755059919166,1,1
FDO08,11.1,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,40,1958.2801757531142,-1300.4697757531144,0,0
NCW29,14.0,Low Fat,0.028907832,Health and Hygiene,130.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986,26,1652.1483224015487,-873.1623224015487,0,0
FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.958,23,2793.8489010031926,-456.89090100319254,1,1
NCB19,6.525,Low Fat,0.090436094,Household,85.0882,OUT049,1999,Medium,Tier 1,Supermarket Type1,2233.0932,26,1404.9226950786801,828.1705049213197,1,1
FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.8368,26,1916.6668424084407,-254.8300424084407,1,1
FDL58,5.78,Regular,0.074264356,Snack Foods,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224,26,3613.3206195429134,1132.5017804570866,2,2
FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,OUT045,2002,Small,Tier 2,Supermarket Type1,3124.5994,23,2142.1814222406524,982.4179777593477,2,2
FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916,16,644.0870000985225,-176.6954000985225,0,0
NCX06,17.6,Low Fat,0.01561108,Household,182.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,5070.7328,40,2583.553975058955,2487.1788249410447,2,2
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,28,670.4313437345172,-129.80174373451723,0,0
FDB41,19.0,Regular,0.097313129,Frozen Foods,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078,28,664.3774364498142,328.3303635501858,0,0
NCN55,14.6,Low Fat,0.059582996,Others,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845,26,3866.2963698309013,2142.548630169099,2,2
FDE40,15.6,Regular,0.098663652,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596,40,928.9681614092905,1176.2914385907093,1,1
FDX49,4.615,Regular,0.101338651,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69,40,4246.7498297740285,1112.940170225971,2,2
NCM53,18.75,Low Fat,0.052146456,Health and Hygiene,104.628,OUT045,2002,Small,Tier 2,Supermarket Type1,745.696,23,1520.9645991504428,-775.2685991504428,0,0
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,21,3096.0038164543075,179.73218354569235,2,1
FDN57,18.25,Low Fat,0.054344186,Snack Foods,140.2154,OUT045,2002,Small,Tier 2,Supermarket Type1,1701.7848,23,2306.3767701684787,-604.5919701684788,1,1
FDI24,10.3,Low Fat,0.078362484,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,40,3181.804944820209,3522.8010551797906,2,2
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,28,3871.27526003043,248.69513996956994,2,2
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Small,Tier 3,Grocery Store,327.5736,27,1483.5392455562044,-1155.9656455562044,0,0
FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,26,717.1698257287,63.81357427130001,0,0
DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,Small,Tier 2,Supermarket Type1,3630.6074,23,4062.367639800406,-431.760239800406,2,2
FDS45,5.175,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,40,1923.433720250849,-1605.847120250849,0,0
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Small,Tier 3,Grocery Store,231.6984,27,547.349583594181,-315.651183594181,0,0
DRK12,9.5,Low Fat,0.041878397,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,21,493.181415719175,-360.021415719175,0,0
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446,21,2934.3559117665127,2716.288688233487,2,2
FDL58,5.78,Regular,0.07030343626048781,Snack Foods,263.7568,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.568,18,3613.3206195429134,-976.7526195429132,1,1
NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,1272.3438,23,1301.8753592338564,-29.531559233856342,1,1
NCZ54,14.65,Low Fat,0.07030343626048781,Household,161.5552,OUT010,1998,Small,Tier 3,Grocery Store,324.9104,27,3096.3346389017324,-2771.4242389017327,0,0
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Small,Tier 3,Grocery Store,131.1626,27,1825.676234591679,-1694.513634591679,0,0
FDR44,6.11,Regular,0.07030343626048781,Fruits and Vegetables,131.2968,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,27,1702.5635121460523,-1441.5699121460523,0,0
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,27,3161.6961225408177,-2900.702522540818,0,0
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,38,2286.8628928414782,1403.6665071585217,2,2
FDA39,6.32,Low Fat,0.07030343626048781,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,21,584.2765726373175,554.9072273626825,1,1
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,26,889.590108956358,1105.8124910436418,1,1
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Small,Tier 2,Supermarket Type1,1416.8224,18,1308.3711737426001,108.45122625739987,1,1
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,28,456.8442815373822,-191.19008153738218,0,0
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,3552.7088,18,1854.510309457551,1698.1984905424488,2,2
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,38,2396.646273774873,10.220726225127237,1,1
NCO07,9.06,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056,40,2992.109495258607,-2779.0534952586067,0,0
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,38,1813.5539268669627,1142.5980731330374,1,1
DRF27,8.93,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,40,2157.9842572444395,-2004.8502572444395,0,0
FDS49,9.0,Low Fat,0.07030343626048781,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,21,1394.031728297152,255.8206717028479,1,1
FDX25,16.7,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964,40,2944.5122043723345,156.78419562766567,2,1
NCX42,6.36,Low Fat,0.005949644,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254,40,2557.3073385751604,2211.8180614248395,2,2
FDG33,5.365,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,40,2284.62612,1150.90188,2,2
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574,23,1392.011601901253,-258.1542019012529,1,1
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,21,2407.480213514413,195.79778648558658,1,1
NCD06,13.0,Low Fat,0.099325278,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,28,680.0497888233133,-74.17178882331325,0,0
DRM47,9.3,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152,40,2955.169142785484,-662.1539427854841,1,1
FDS46,17.6,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,40,1898.6711147845474,-1779.4929147845473,0,0
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,38,1347.3935242313698,582.0948757686301,1,1
FDX21,7.05,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328,40,1308.7039964561047,765.9288035438951,1,1
NCU05,11.8,Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854,40,1094.15732484611,-852.47192484611,0,0
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,Small,Tier 2,Supermarket Type1,6795.1548,23,3915.6028638913986,2879.5519361086017,2,2
NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,2007,Small,Tier 2,Supermarket Type1,639.168,18,572.547234193265,66.620765806735,0,0
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,21,3270.856657486254,-22.41845748625383,2,2
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,7222.5984,18,3778.808585468013,3443.789814531987,2,2
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,21,3313.0320459861014,-87.8968459861012,2,2
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,21,3729.0143910046027,26.097608995397422,2,2
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,38,4263.402424875799,-822.5480248757985,2,1
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,21,2582.6915702506058,-1607.9603702506058,0,0
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,26,1149.1825302145683,-613.2135302145682,0,0
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,2007,Small,Tier 2,Supermarket Type1,5259.82,18,4130.737586366312,1129.0824136336878,2,2
DRF15,18.35,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,40,1615.2640203961114,-1308.9960203961114,0,0
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,16,2010.640524037209,-231.62292403720903,1,1
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,26,1190.485910878475,-431.47391087847495,0,0
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,38,1682.918220028391,194.637779971609,1,1
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Small,Tier 2,Supermarket Type1,3779.0808,23,2921.037189358144,858.043610641856,2,2
FDQ04,6.4,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,40,517.2748050943549,-475.99520509435484,0,0
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,Small,Tier 2,Supermarket Type1,259.662,18,919.2034800000001,-659.5414800000001,0,0
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,38,1483.7299792628094,-1290.6479792628093,0,0
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.803,23,1479.1577546429398,208.64524535706028,1,1
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Small,Tier 2,Supermarket Type1,4655.9394,18,2035.0139856623896,2620.9254143376106,2,2
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,38,4108.236055970151,842.6527440298487,2,2
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,21,1358.257308149522,59.896691850477964,1,1
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072,18,3214.681611801881,-1989.609611801881,1,1
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Small,Tier 2,Supermarket Type1,5359.69,23,3556.604936144809,1803.0850638551906,2,2
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,1764.37,23,2164.6993103566683,-400.32931035666843,1,1
NCR54,16.35,Low Fat,0.090486828,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,38,2715.6149503122256,-162.27195031222573,1,1
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,38,482.68993644250736,523.9996635574927,1,1
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,38,1487.646875,-405.72187499999995,1,1
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,2007,Small,Tier 2,Supermarket Type1,308.9312,18,479.2852382230112,-170.35403822301123,0,0
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,38,2214.7327181737182,301.9912818262819,1,1
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,28,2102.423120227523,-674.2821202275231,1,1
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,38,4282.320716030786,-2189.0455160307856,1,1
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,38,1628.5231282125742,300.96527178742576,1,1
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,21,3481.3569235622776,2348.3878764377228,2,2
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,28,1283.2140207034147,799.4083792965855,1,1
FDH19,19.35,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996,40,2886.469308034058,4412.0302919659425,2,2
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,38,5214.803089391466,2238.162110608534,2,2
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,Small,Tier 2,Supermarket Type1,450.0808,18,1479.1577546429398,-1029.0769546429399,0,0
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,1998,Small,Tier 3,Grocery Store,500.6816,27,3729.0143910046027,-3228.3327910046028,0,0
FDZ10,17.85,Low Fat,0.044248175,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558,40,1830.4734782787532,1838.0845217212468,2,2
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,16,1322.9000837138515,-586.5252837138514,0,1
NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,21,4273.267500772191,1814.8076992278093,2,2
NCF07,9.0,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336,40,1539.6713473339794,585.5622526660206,1,1
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,2007,Small,Tier 2,Supermarket Type1,2277.036,18,2681.8424,-404.80639999999994,1,1
FDJ08,11.1,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538,40,3237.955487440837,-2664.701687440837,0,0
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,21,2065.118736433822,201.93026356617793,1,1
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,27,2201.0162384959435,-1904.0694384959436,0,0
NCD06,13.0,Low Fat,0.099729888,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,16,680.0497888233133,-120.77778882331324,0,0
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,21,3176.1210007645623,2383.308999235438,2,2
NCT54,8.695,Low Fat,0.119721451,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,26,1198.0566805136625,39.665519486337416,1,1
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Small,Tier 2,Supermarket Type1,569.259,23,1517.4623380099165,-948.2033380099165,0,0
FDM25,10.695,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,40,2620.9245560452423,1246.0418439547575,2,2
FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,2002,Small,Tier 2,Supermarket Type1,1379.5376,23,2858.9793698315607,-1479.4417698315606,1,1
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,16,1861.4996621732894,8.06673782671055,1,1
FDV60,20.2,Regular,0.11679292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508,40,2723.502528834767,2776.005471165233,2,2
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,26,1056.4596262015896,-130.99762620158958,0,1
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,21,667.4642228933644,-84.22342289336439,0,0
NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,28,2062.2050793198573,-644.0510793198573,1,1
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,Small,Tier 2,Supermarket Type1,942.7728,18,1213.2724470071205,-270.49964700712053,0,0
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,28,1608.5314497620168,756.3901502379833,1,1
FDV13,17.35,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672,40,1604.3968373690873,1647.3703626309125,2,2
